# Time-averaged data for fix msd2
# TimeStep Number-of-rows
# Row c_comp2
4 0.00540942
113100 4
1 0.0018716
2 0.00179502
3 0.00178813
4 0.00545475
113200 4
1 0.00185577
2 0.00180755
3 0.00179037
4 0.00545369
113300 4
1 0.00184453
2 0.0017882
3 0.00179963
4 0.00543237
113400 4
1 0.00184942
2 0.00179936
3 0.00180753
4 0.0054563
113500 4
1 0.00184687
2 0.00180778
3 0.00180888
4 0.00546353
113600 4
1 0.00184209
2 0.00180345
3 0.0017895
4 0.00543504
113700 4
1 0.00185123
2 0.00180493
3 0.00180277
4 0.00545894
113800 4
1 0.00183382
2 0.00180952
3 0.00182179
4 0.00546512
113900 4
1 0.00181886
2 0.0018202
3 0.00179862
4 0.00543768
114000 4
1 0.00183281
2 0.00182494
3 0.00179607
4 0.00545383
114100 4
1 0.00183346
2 0.00181519
3 0.00177701
4 0.00542565
114200 4
1 0.0018521
2 0.00180322
3 0.00176148
4 0.0054168
114300 4
1 0.00182353
2 0.00177654
3 0.00181087
4 0.00541094
114400 4
1 0.00184933
2 0.00180831
3 0.00179234
4 0.00544999
114500 4
1 0.00182271
2 0.00179674
3 0.00180095
4 0.0054204
114600 4
1 0.00185691
2 0.00179275
3 0.00177561
4 0.00542528
114700 4
1 0.00179623
2 0.00179994
3 0.00179085
4 0.00538703
114800 4
1 0.00183008
2 0.00179643
3 0.00177973
4 0.00540624
114900 4
1 0.00180117
2 0.00180884
3 0.00179305
4 0.00540306
115000 4
1 0.00182149
2 0.00181186
3 0.00176818
4 0.00540153
115100 4
1 0.00183097
2 0.00181283
3 0.00175712
4 0.00540092
115200 4
1 0.00181841
2 0.00179454
3 0.00178386
4 0.0053968
115300 4
1 0.00180548
2 0.00182264
3 0.00178523
4 0.00541335
115400 4
1 0.00183301
2 0.00181015
3 0.00178213
4 0.0054253
115500 4
1 0.00178552
2 0.00178734
3 0.0017894
4 0.00536227
115600 4
1 0.00182554
2 0.00180362
3 0.00177989
4 0.00540905
115700 4
1 0.00178523
2 0.00179457
3 0.00177854
4 0.00535834
115800 4
1 0.00178016
2 0.00178325
3 0.00179891
4 0.00536232
115900 4
1 0.00179113
2 0.00179438
3 0.00176889
4 0.0053544
116000 4
1 0.00177718
2 0.00179996
3 0.0017871
4 0.00536424
116100 4
1 0.00179778
2 0.00181356
3 0.00175575
4 0.00536709
116200 4
1 0.00182018
2 0.00179565
3 0.00177349
4 0.00538931
116300 4
1 0.00179692
2 0.00181712
3 0.0017853
4 0.00539934
116400 4
1 0.00177575
2 0.0017793
3 0.00176503
4 0.00532009
116500 4
1 0.00180489
2 0.00179588
3 0.00178705
4 0.00538781
116600 4
1 0.0017822
2 0.00177885
3 0.00178772
4 0.00534877
116700 4
1 0.00179413
2 0.00178478
3 0.00179076
4 0.00536967
116800 4
1 0.00178784
2 0.00178169
3 0.00177905
4 0.00534859
116900 4
1 0.00175679
2 0.00180457
3 0.0017607
4 0.00532206
117000 4
1 0.00180054
2 0.0017843
3 0.00178384
4 0.00536868
117100 4
1 0.00181277
2 0.00178738
3 0.00174194
4 0.00534209
117200 4
1 0.00180045
2 0.00175252
3 0.00178249
4 0.00533545
117300 4
1 0.00180319
2 0.00179302
3 0.00175926
4 0.00535548
117400 4
1 0.00179586
2 0.00177323
3 0.00173888
4 0.00530797
117500 4
1 0.00179201
2 0.00178049
3 0.0017827
4 0.00535521
117600 4
1 0.00179791
2 0.00176986
3 0.00177523
4 0.005343
117700 4
1 0.00178113
2 0.00179964
3 0.00176658
4 0.00534734
117800 4
1 0.00181091
2 0.00177239
3 0.00174282
4 0.00532612
117900 4
1 0.00180061
2 0.0017732
3 0.00177379
4 0.00534761
118000 4
1 0.00178017
2 0.00176329
3 0.00174977
4 0.00529323
118100 4
1 0.00179412
2 0.00177568
3 0.00176138
4 0.00533118
118200 4
1 0.00178639
2 0.00174024
3 0.00177507
4 0.0053017
118300 4
1 0.00177202
2 0.0017804
3 0.00176819
4 0.00532061
118400 4
1 0.00179083
2 0.00174728
3 0.00175573
4 0.00529385
118500 4
1 0.00177372
2 0.00177096
3 0.00172513
4 0.0052698
118600 4
1 0.0017563
2 0.001765
3 0.00174755
4 0.00526884
118700 4
1 0.00177136
2 0.00178606
3 0.00174179
4 0.00529921
118800 4
1 0.00176651
2 0.00176984
3 0.00175238
4 0.00528873
118900 4
1 0.00177213
2 0.00175795
3 0.00173306
4 0.00526314
119000 4
1 0.00177878
2 0.00176083
3 0.00175202
4 0.00529163
119100 4
1 0.00177039
2 0.00177148
3 0.00173808
4 0.00527995
119200 4
1 0.0017779
2 0.00174417
3 0.00174799
4 0.00527006
119300 4
1 0.00176285
2 0.00176718
3 0.00174753
4 0.00527756
119400 4
1 0.00174788
2 0.00175271
3 0.00172219
4 0.00522278
119500 4
1 0.00176637
2 0.00175066
3 0.00171299
4 0.00523003
119600 4
1 0.00179012
2 0.00175701
3 0.00173499
4 0.00528212
119700 4
1 0.00175591
2 0.00174798
3 0.00170592
4 0.00520981
119800 4
1 0.00174601
2 0.00175998
3 0.0017237
4 0.0052297
119900 4
1 0.0017364
2 0.00175268
3 0.00171804
4 0.00520712
120000 4
1 0.00176049
2 0.00171634
3 0.00174381
4 0.00522064
120100 4
1 0.00174721
2 0.00175043
3 0.00173483
4 0.00523247
120200 4
1 0.00174235
2 0.00173256
3 0.00173838
4 0.00521329
120300 4
1 0.00174028
2 0.00175082
3 0.00173493
4 0.00522603
120400 4
1 0.00173282
2 0.00175425
3 0.00171142
4 0.00519849
120500 4
1 0.00175936
2 0.0017288
3 0.00173184
4 0.00522
120600 4
1 0.00172629
2 0.00171087
3 0.0017068
4 0.00514397
120700 4
1 0.00173578
2 0.00172921
3 0.00172452
4 0.00518951
120800 4
1 0.00173213
2 0.00170432
3 0.0017018
4 0.00513825
120900 4
1 0.0017216
2 0.0017484
3 0.00169858
4 0.00516858
121000 4
1 0.00174649
2 0.00174215
3 0.00171281
4 0.00520145
121100 4
1 0.00173171
2 0.00172439
3 0.0017191
4 0.0051752
121200 4
1 0.00170723
2 0.00171237
3 0.00170445
4 0.00512405
121300 4
1 0.00172264
2 0.00171813
3 0.00174513
4 0.0051859
121400 4
1 0.00170971
2 0.00171735
3 0.00171463
4 0.00514169
121500 4
1 0.00170551
2 0.00171488
3 0.00169586
4 0.00511624
121600 4
1 0.00173812
2 0.00171733
3 0.00170797
4 0.00516342
121700 4
1 0.00172343
2 0.00174015
3 0.00172692
4 0.0051905
121800 4
1 0.00173662
2 0.00170675
3 0.00169057
4 0.00513394
121900 4
1 0.00173535
2 0.00174433
3 0.00169639
4 0.00517607
122000 4
1 0.0017203
2 0.00169371
3 0.0016913
4 0.00510531
122100 4
1 0.00172718
2 0.00173455
3 0.00168104
4 0.00514277
122200 4
1 0.0017437
2 0.00171354
3 0.00171171
4 0.00516896
122300 4
1 0.00170275
2 0.00171738
3 0.00169988
4 0.00512001
122400 4
1 0.00173684
2 0.00171487
3 0.00168343
4 0.00513513
122500 4
1 0.00169368
2 0.00172462
3 0.00169917
4 0.00511747
122600 4
1 0.0016951
2 0.00172151
3 0.00167874
4 0.00509535
122700 4
1 0.00170677
2 0.00174535
3 0.00168696
4 0.00513908
122800 4
1 0.00172817
2 0.00171025
3 0.00169777
4 0.00513619
122900 4
1 0.00172657
2 0.00169683
3 0.00168401
4 0.00510741
123000 4
1 0.00172791
2 0.00168995
3 0.00167735
4 0.00509521
123100 4
1 0.00170923
2 0.00169235
3 0.00167779
4 0.00507937
123200 4
1 0.00171248
2 0.00167654
3 0.00166383
4 0.00505285
123300 4
1 0.00172514
2 0.00170965
3 0.00167515
4 0.00510994
123400 4
1 0.0017165
2 0.00167404
3 0.00166825
4 0.00505879
123500 4
1 0.00171043
2 0.00167976
3 0.00168242
4 0.00507261
123600 4
1 0.00171377
2 0.00169018
3 0.00167267
4 0.00507663
123700 4
1 0.00171191
2 0.00167387
3 0.00165268
4 0.00503846
123800 4
1 0.00169958
2 0.00170596
3 0.00166913
4 0.00507467
123900 4
1 0.0017107
2 0.00169175
3 0.00166479
4 0.00506724
124000 4
1 0.00170923
2 0.00168295
3 0.00168187
4 0.00507405
124100 4
1 0.00168708
2 0.00168474
3 0.00165166
4 0.00502348
124200 4
1 0.00169793
2 0.00168856
3 0.00165939
4 0.00504587
124300 4
1 0.0016713
2 0.00168488
3 0.00167692
4 0.0050331
124400 4
1 0.00170231
2 0.00165955
3 0.00165363
4 0.00501549
124500 4
1 0.00167981
2 0.0016569
3 0.00166372
4 0.00500044
124600 4
1 0.00168287
2 0.00167275
3 0.00165619
4 0.00501181
124700 4
1 0.00165918
2 0.00165631
3 0.00164451
4 0.00496
124800 4
1 0.00168482
2 0.00166426
3 0.00163824
4 0.00498732
124900 4
1 0.00166041
2 0.0016765
3 0.00165973
4 0.00499665
125000 4
1 0.00165875
2 0.00166162
3 0.00163928
4 0.00495965
125100 4
1 0.00166488
2 0.00166068
3 0.00165188
4 0.00497744
125200 4
1 0.0016784
2 0.0016241
3 0.00164422
4 0.00494672
125300 4
1 0.00165261
2 0.00164008
3 0.00165547
4 0.00494816
125400 4
1 0.00165949
2 0.00163859
3 0.00164431
4 0.00494239
125500 4
1 0.00164871
2 0.00162719
3 0.00162762
4 0.00490351
125600 4
1 0.0016433
2 0.00163257
3 0.0016475
4 0.00492337
125700 4
1 0.00164395
2 0.00163462
3 0.00161833
4 0.0048969
125800 4
1 0.00167347
2 0.00164611
3 0.00164088
4 0.00496046
125900 4
1 0.00163641
2 0.00163056
3 0.00162339
4 0.00489036
126000 4
1 0.00165246
2 0.00163742
3 0.00162869
4 0.00491857
126100 4
1 0.00165172
2 0.00163692
3 0.00162269
4 0.00491132
126200 4
1 0.0016512
2 0.00162658
3 0.00161906
4 0.00489683
126300 4
1 0.00166558
2 0.00164964
3 0.00160976
4 0.00492499
126400 4
1 0.00162474
2 0.00161803
3 0.00161013
4 0.0048529
126500 4
1 0.00164737
2 0.00164722
3 0.00160862
4 0.0049032
126600 4
1 0.00162328
2 0.00164982
3 0.00163029
4 0.00490339
126700 4
1 0.00162823
2 0.00162287
3 0.00162199
4 0.00487309
126800 4
1 0.00163321
2 0.0016328
3 0.00162124
4 0.00488725
126900 4
1 0.00160523
2 0.00161481
3 0.00160598
4 0.00482602
127000 4
1 0.00161885
2 0.00161463
3 0.00160931
4 0.00484278
127100 4
1 0.00161598
2 0.0016167
3 0.00161857
4 0.00485126
127200 4
1 0.00164328
2 0.00162662
3 0.00158846
4 0.00485837
127300 4
1 0.0016187
2 0.00161411
3 0.00157616
4 0.00480897
127400 4
1 0.0016237
2 0.00162601
3 0.00160235
4 0.00485206
127500 4
1 0.0016071
2 0.00159974
3 0.00158501
4 0.00479185
127600 4
1 0.00160925
2 0.00159912
3 0.00159788
4 0.00480625
127700 4
1 0.0016134
2 0.00161481
3 0.00159181
4 0.00482003
127800 4
1 0.00160987
2 0.00159409
3 0.00156337
4 0.00476733
127900 4
1 0.00161094
2 0.00159852
3 0.00158437
4 0.00479383
128000 4
1 0.0016314
2 0.00159145
3 0.00157696
4 0.00479981
128100 4
1 0.00162142
2 0.00159904
3 0.00156994
4 0.00479039
128200 4
1 0.0016017
2 0.00159942
3 0.00158367
4 0.00478479
128300 4
1 0.00160863
2 0.00158229
3 0.00156874
4 0.00475966
128400 4
1 0.00157599
2 0.00157934
3 0.00155058
4 0.00470591
128500 4
1 0.00159207
2 0.00159258
3 0.00156638
4 0.00475102
128600 4
1 0.00157707
2 0.00157719
3 0.00158904
4 0.00474329
128700 4
1 0.00158579
2 0.00159526
3 0.00156994
4 0.00475099
128800 4
1 0.00159444
2 0.00158402
3 0.00158436
4 0.00476281
128900 4
1 0.00159293
2 0.00158794
3 0.0015619
4 0.00474277
129000 4
1 0.00159174
2 0.00156735
3 0.00155407
4 0.00471317
129100 4
1 0.00158932
2 0.00157807
3 0.00155556
4 0.00472294
129200 4
1 0.00158097
2 0.00159506
3 0.00154735
4 0.00472338
129300 4
1 0.00157842
2 0.00157505
3 0.00156792
4 0.00472139
129400 4
1 0.00157721
2 0.001578
3 0.00153531
4 0.00469052
129500 4
1 0.00158348
2 0.00155694
3 0.00153823
4 0.00467865
129600 4
1 0.00155921
2 0.00158036
3 0.00155804
4 0.00469762
129700 4
1 0.00157513
2 0.00156637
3 0.0015174
4 0.0046589
129800 4
1 0.00154874
2 0.00156749
3 0.00154071
4 0.00465694
129900 4
1 0.00155708
2 0.0015541
3 0.00153842
4 0.00464961
130000 4
1 0.00155478
2 0.00157414
3 0.00152458
4 0.0046535
130100 4
1 0.00157012
2 0.00155433
3 0.00154344
4 0.00466789
130200 4
1 0.00156285
2 0.00155296
3 0.00154267
4 0.00465848
130300 4
1 0.0015627
2 0.00153688
3 0.00155269
4 0.00465227
130400 4
1 0.00155802
2 0.00153589
3 0.00154699
4 0.0046409
130500 4
1 0.00154685
2 0.00153505
3 0.00154433
4 0.00462623
130600 4
1 0.00153591
2 0.00154942
3 0.00153466
4 0.00461999
130700 4
1 0.00154185
2 0.00155573
3 0.00154144
4 0.00463903
130800 4
1 0.00153777
2 0.00155058
3 0.00154295
4 0.00463129
130900 4
1 0.00153234
2 0.00153696
3 0.00154888
4 0.00461818
131000 4
1 0.00153497
2 0.00155101
3 0.00153707
4 0.00462306
131100 4
1 0.00155152
2 0.0015272
3 0.00153741
4 0.00461614
131200 4
1 0.00152674
2 0.00153468
3 0.00153559
4 0.004597
131300 4
1 0.0015393
2 0.00151467
3 0.00151673
4 0.0045707
131400 4
1 0.00151952
2 0.00152609
3 0.00153746
4 0.00458307
131500 4
1 0.00156558
2 0.00152802
3 0.00153201
4 0.00462561
131600 4
1 0.00155097
2 0.00152331
3 0.00153602
4 0.0046103
131700 4
1 0.0015402
2 0.00154765
3 0.00153083
4 0.00461867
131800 4
1 0.00154556
2 0.00150175
3 0.00150861
4 0.00455592
131900 4
1 0.00153905
2 0.00152179
3 0.00150112
4 0.00456196
132000 4
1 0.00152008
2 0.00153146
3 0.00150762
4 0.00455915
132100 4
1 0.00153251
2 0.00153599
3 0.00151969
4 0.00458819
132200 4
1 0.00153463
2 0.00152412
3 0.00153201
4 0.00459076
132300 4
1 0.00151839
2 0.00152644
3 0.00150544
4 0.00455027
132400 4
1 0.00154877
2 0.00150804
3 0.00151774
4 0.00457455
132500 4
1 0.00151954
2 0.00151502
3 0.00149518
4 0.00452973
132600 4
1 0.00152924
2 0.00150202
3 0.00149913
4 0.00453039
132700 4
1 0.00151152
2 0.00151706
3 0.00149475
4 0.00452333
132800 4
1 0.00152442
2 0.00150828
3 0.00149484
4 0.00452753
132900 4
1 0.00150672
2 0.00149452
3 0.00150248
4 0.00450371
133000 4
1 0.00152073
2 0.00149804
3 0.00149555
4 0.00451432
133100 4
1 0.00151007
2 0.00149463
3 0.00150104
4 0.00450573
133200 4
1 0.00150287
2 0.00150104
3 0.00151822
4 0.00452214
133300 4
1 0.00152483
2 0.00151069
3 0.00150224
4 0.00453776
133400 4
1 0.00151774
2 0.00149479
3 0.00149735
4 0.00450987
133500 4
1 0.0015085
2 0.00151409
3 0.0014913
4 0.00451389
133600 4
1 0.00151138
2 0.00149606
3 0.00147575
4 0.0044832
133700 4
1 0.00153164
2 0.00152066
3 0.00148747
4 0.00453977
133800 4
1 0.0015218
2 0.00150535
3 0.00148894
4 0.00451609
133900 4
1 0.00152968
2 0.0015062
3 0.00150287
4 0.00453874
134000 4
1 0.00151031
2 0.00150462
3 0.00150903
4 0.00452397
134100 4
1 0.00152328
2 0.00150228
3 0.00148298
4 0.00450855
134200 4
1 0.00150842
2 0.00152543
3 0.00149592
4 0.00452977
134300 4
1 0.00150412
2 0.00150149
3 0.00149061
4 0.00449621
134400 4
1 0.00150317
2 0.00149967
3 0.00148685
4 0.00448969
134500 4
1 0.00150285
2 0.00148365
3 0.00145894
4 0.00444544
134600 4
1 0.0015027
2 0.00147605
3 0.00147818
4 0.00445693
134700 4
1 0.0014795
2 0.00149409
3 0.00148974
4 0.00446332
134800 4
1 0.00148005
2 0.00148262
3 0.0014807
4 0.00444337
134900 4
1 0.00148633
2 0.00147621
3 0.00146173
4 0.00442427
135000 4
1 0.00148123
2 0.00146332
3 0.00145852
4 0.00440308
135100 4
1 0.00147431
2 0.00149151
3 0.00146141
4 0.00442723
135200 4
1 0.00147678
2 0.00147858
3 0.00145706
4 0.00441243
135300 4
1 0.00150155
2 0.00148806
3 0.00144818
4 0.00443779
135400 4
1 0.00146886
2 0.00148472
3 0.00146513
4 0.00441871
135500 4
1 0.00148394
2 0.00144391
3 0.00145875
4 0.0043866
135600 4
1 0.00145496
2 0.00148243
3 0.00147532
4 0.00441271
135700 4
1 0.00149055
2 0.00147306
3 0.00146698
4 0.00443059
135800 4
1 0.00144997
2 0.0014726
3 0.00146584
4 0.00438841
135900 4
1 0.00147123
2 0.00147043
3 0.00144253
4 0.00438419
136000 4
1 0.00146354
2 0.00147945
3 0.00146445
4 0.00440744
136100 4
1 0.00149269
2 0.00147166
3 0.00144862
4 0.00441297
136200 4
1 0.00145017
2 0.00144626
3 0.00147352
4 0.00436995
136300 4
1 0.0014747
2 0.00145945
3 0.00146227
4 0.00439642
136400 4
1 0.0014453
2 0.00145873
3 0.00144078
4 0.00434481
136500 4
1 0.00146213
2 0.00146856
3 0.00147241
4 0.0044031
136600 4
1 0.00148261
2 0.00147553
3 0.00144087
4 0.00439901
136700 4
1 0.00144025
2 0.00146064
3 0.00144678
4 0.00434767
136800 4
1 0.00146526
2 0.00144111
3 0.00146787
4 0.00437423
136900 4
1 0.00145683
2 0.00147985
3 0.00142371
4 0.0043604
137000 4
1 0.00145301
2 0.00145088
3 0.0014521
4 0.00435599
137100 4
1 0.00145962
2 0.001473
3 0.00144977
4 0.00438239
137200 4
1 0.00147876
2 0.00144884
3 0.00143801
4 0.00436561
137300 4
1 0.00148561
2 0.00144746
3 0.00145413
4 0.0043872
137400 4
1 0.00148891
2 0.00146746
3 0.00146091
4 0.00441728
137500 4
1 0.00147588
2 0.00146679
3 0.00143677
4 0.00437944
137600 4
1 0.00145342
2 0.00146004
3 0.00144843
4 0.0043619
137700 4
1 0.00146085
2 0.00145556
3 0.00144376
4 0.00436017
137800 4
1 0.00144321
2 0.00142727
3 0.0014464
4 0.00431688
137900 4
1 0.001463
2 0.00145523
3 0.00144225
4 0.00436047
138000 4
1 0.00146805
2 0.0014434
3 0.0014481
4 0.00435955
138100 4
1 0.00145557
2 0.00145628
3 0.00144603
4 0.00435788
138200 4
1 0.00146427
2 0.00142402
3 0.00144505
4 0.00433334
138300 4
1 0.00146987
2 0.00142636
3 0.00142491
4 0.00432114
138400 4
1 0.00144793
2 0.00144262
3 0.00142384
4 0.00431438
138500 4
1 0.00146289
2 0.00143665
3 0.00140932
4 0.00430885
138600 4
1 0.00143701
2 0.00142227
3 0.00143394
4 0.00429322
138700 4
1 0.00146271
2 0.00142992
3 0.00142864
4 0.00432127
138800 4
1 0.00142925
2 0.00141619
3 0.0014219
4 0.00426734
138900 4
1 0.00145232
2 0.00142673
3 0.00142459
4 0.00430364
139000 4
1 0.00144512
2 0.00142187
3 0.00144366
4 0.00431065
139100 4
1 0.00144002
2 0.00143338
3 0.00143233
4 0.00430574
139200 4
1 0.00145197
2 0.0014293
3 0.00142475
4 0.00430602
139300 4
1 0.00144591
2 0.00142819
3 0.00143686
4 0.00431097
139400 4
1 0.00142811
2 0.00143705
3 0.00141542
4 0.00428058
139500 4
1 0.00144228
2 0.00142253
3 0.00142624
4 0.00429105
139600 4
1 0.00141918
2 0.00142364
3 0.00141727
4 0.00426008
139700 4
1 0.00143901
2 0.00143728
3 0.00141337
4 0.00428965
139800 4
1 0.00143929
2 0.0014236
3 0.00141803
4 0.00428092
139900 4
1 0.00140743
2 0.00145136
3 0.00141508
4 0.00427387
140000 4
1 0.00141145
2 0.0014252
3 0.00140459
4 0.00424124
140100 4
1 0.00140625
2 0.00143251
3 0.00140827
4 0.00424703
140200 4
1 0.00140449
2 0.00141045
3 0.00139608
4 0.00421102
140300 4
1 0.00142187
2 0.0014137
3 0.00141238
4 0.00424794
140400 4
1 0.00142208
2 0.00142255
3 0.00141294
4 0.00425757
140500 4
1 0.00141298
2 0.00141201
3 0.00141263
4 0.00423761
140600 4
1 0.00142404
2 0.00141778
3 0.00141721
4 0.00425904
140700 4
1 0.00141178
2 0.00142539
3 0.00139053
4 0.0042277
140800 4
1 0.00141153
2 0.00140188
3 0.00141328
4 0.00422669
140900 4
1 0.00141543
2 0.00142361
3 0.00140004
4 0.00423908
141000 4
1 0.00142332
2 0.00139206
3 0.00140798
4 0.00422336
141100 4
1 0.00140267
2 0.00139009
3 0.00140436
4 0.00419712
141200 4
1 0.00141692
2 0.00143348
3 0.00139569
4 0.0042461
141300 4
1 0.0014207
2 0.00137919
3 0.00140589
4 0.00420578
141400 4
1 0.00142105
2 0.00141722
3 0.00140199
4 0.00424026
141500 4
1 0.00139854
2 0.00140241
3 0.00139767
4 0.00419861
141600 4
1 0.00143246
2 0.00138419
3 0.0014027
4 0.00421935
141700 4
1 0.00140578
2 0.0014114
3 0.00139894
4 0.00421612
141800 4
1 0.00142923
2 0.00139432
3 0.0013995
4 0.00422305
141900 4
1 0.0014316
2 0.00142262
3 0.00138214
4 0.00423636
142000 4
1 0.00141319
2 0.00140505
3 0.00140098
4 0.00421922
142100 4
1 0.00141766
2 0.00139772
3 0.001396
4 0.00421139
142200 4
1 0.00141364
2 0.00139651
3 0.00138549
4 0.00419564
142300 4
1 0.00141479
2 0.00138411
3 0.00141463
4 0.00421353
142400 4
1 0.00141579
2 0.0013978
3 0.00137557
4 0.00418916
142500 4
1 0.00140532
2 0.00140495
3 0.00138198
4 0.00419225
142600 4
1 0.0014144
2 0.00140432
3 0.00140135
4 0.00422006
142700 4
1 0.00140914
2 0.00140012
3 0.00139419
4 0.00420345
142800 4
1 0.00140936
2 0.0013985
3 0.00136711
4 0.00417498
142900 4
1 0.00139773
2 0.00140328
3 0.00141302
4 0.00421404
143000 4
1 0.00142478
2 0.00139441
3 0.00139852
4 0.00421771
143100 4
1 0.00140322
2 0.00137693
3 0.00139126
4 0.00417142
143200 4
1 0.00140596
2 0.00139964
3 0.00141231
4 0.00421791
143300 4
1 0.00139383
2 0.00139932
3 0.00137821
4 0.00417136
143400 4
1 0.00140035
2 0.00143501
3 0.00138608
4 0.00422143
143500 4
1 0.0013973
2 0.00140413
3 0.00137656
4 0.00417799
143600 4
1 0.00141714
2 0.00141672
3 0.00137466
4 0.00420852
143700 4
1 0.00139371
2 0.00140634
3 0.00135423
4 0.00415428
143800 4
1 0.00140366
2 0.00139935
3 0.00138409
4 0.00418709
143900 4
1 0.00138375
2 0.00138318
3 0.00138724
4 0.00415416
144000 4
1 0.00139077
2 0.00139966
3 0.00140514
4 0.00419557
144100 4
1 0.00140284
2 0.00139784
3 0.00138732
4 0.00418799
144200 4
1 0.00141387
2 0.00138813
3 0.00137133
4 0.00417332
144300 4
1 0.00139886
2 0.00140294
3 0.00138918
4 0.00419099
144400 4
1 0.00139533
2 0.00138099
3 0.00138877
4 0.00416509
144500 4
1 0.00136624
2 0.00140445
3 0.00137739
4 0.00414808
144600 4
1 0.00138162
2 0.00138438
3 0.00139014
4 0.00415615
144700 4
1 0.00137668
2 0.00138751
3 0.00135623
4 0.00412042
144800 4
1 0.00138181
2 0.00138838
3 0.00137075
4 0.00414094
144900 4
1 0.00136154
2 0.00137888
3 0.0013911
4 0.00413152
145000 4
1 0.00137517
2 0.00138999
3 0.00136862
4 0.00413378
145100 4
1 0.00134643
2 0.00138549
3 0.00138
4 0.00411192
145200 4
1 0.00138385
2 0.00137149
3 0.00139204
4 0.00414738
145300 4
1 0.00138899
2 0.00138024
3 0.00137294
4 0.00414217
145400 4
1 0.00137289
2 0.00139334
3 0.00137441
4 0.00414064
145500 4
1 0.00141278
2 0.00136192
3 0.00137348
4 0.00414818
145600 4
1 0.00135811
2 0.00137817
3 0.00137252
4 0.00410881
145700 4
1 0.00138969
2 0.00138663
3 0.00138972
4 0.00416605
145800 4
1 0.001388
2 0.00138254
3 0.00137379
4 0.00414433
145900 4
1 0.00135841
2 0.00137448
3 0.00136704
4 0.00409993
146000 4
1 0.00138512
2 0.00140275
3 0.00138821
4 0.00417608
146100 4
1 0.00137358
2 0.00137544
3 0.00138147
4 0.00413049
146200 4
1 0.00137941
2 0.0013989
3 0.00137424
4 0.00415255
146300 4
1 0.0013862
2 0.00135576
3 0.00135455
4 0.00409651
146400 4
1 0.00137188
2 0.0013864
3 0.00136824
4 0.00412651
146500 4
1 0.00137155
2 0.00134778
3 0.00137842
4 0.00409774
146600 4
1 0.00136947
2 0.00137319
3 0.00134716
4 0.00408982
146700 4
1 0.00136963
2 0.00136339
3 0.00136347
4 0.00409649
146800 4
1 0.00136902
2 0.00137682
3 0.00136576
4 0.00411161
146900 4
1 0.00136813
2 0.00136921
3 0.00136772
4 0.00410506
147000 4
1 0.00137951
2 0.00139609
3 0.00136105
4 0.00413666
147100 4
1 0.00135353
2 0.00135784
3 0.00136217
4 0.00407355
147200 4
1 0.00138743
2 0.00137193
3 0.00135537
4 0.00411473
147300 4
1 0.00137497
2 0.0013762
3 0.00135881
4 0.00410997
147400 4
1 0.00137791
2 0.00137779
3 0.00135025
4 0.00410595
147500 4
1 0.00139191
2 0.00135774
3 0.00133386
4 0.00408351
147600 4
1 0.00136809
2 0.00135708
3 0.00135145
4 0.00407662
147700 4
1 0.00138636
2 0.00137782
3 0.00136012
4 0.00412431
147800 4
1 0.00138748
2 0.00137074
3 0.00134632
4 0.00410454
147900 4
1 0.00136854
2 0.00135962
3 0.00136037
4 0.00408853
148000 4
1 0.00138672
2 0.00134694
3 0.00135597
4 0.00408963
148100 4
1 0.00138102
2 0.00133855
3 0.00135231
4 0.00407187
148200 4
1 0.0013968
2 0.00135788
3 0.00136057
4 0.00411525
148300 4
1 0.00139629
2 0.00136344
3 0.00134563
4 0.00410536
148400 4
1 0.00137509
2 0.00135944
3 0.0013479
4 0.00408243
148500 4
1 0.00136039
2 0.00135373
3 0.0013686
4 0.00408272
148600 4
1 0.00136216
2 0.00135252
3 0.00133621
4 0.00405088
148700 4
1 0.00139043
2 0.00135022
3 0.00134365
4 0.0040843
148800 4
1 0.0013756
2 0.00136724
3 0.00134066
4 0.0040835
148900 4
1 0.00139111
2 0.00135492
3 0.00136892
4 0.00411495
149000 4
1 0.00135884
2 0.00134472
3 0.00133586
4 0.00403942
149100 4
1 0.00136448
2 0.00134279
3 0.00134369
4 0.00405096
149200 4
1 0.001387
2 0.00135501
3 0.0013363
4 0.00407831
149300 4
1 0.0013583
2 0.00136689
3 0.00135892
4 0.0040841
149400 4
1 0.00137082
2 0.00134161
3 0.00134764
4 0.00406007
149500 4
1 0.0013703
2 0.00134805
3 0.00137432
4 0.00409268
149600 4
1 0.0013636
2 0.00134943
3 0.00136059
4 0.00407362
149700 4
1 0.00135149
2 0.00133032
3 0.00136607
4 0.00404788
149800 4
1 0.00137989
2 0.00132695
3 0.00136843
4 0.00407527
149900 4
1 0.0013462
2 0.00134683
3 0.00135975
4 0.00405279
150000 4
1 0.00135609
2 0.00134593
3 0.001361
4 0.00406303
150100 4
1 0.00134711
2 0.00133652
3 0.00135687
4 0.0040405
150200 4
1 0.00136137
2 0.00136012
3 0.00134295
4 0.00406444
150300 4
1 0.00134906
2 0.0013402
3 0.00135026
4 0.00403953
150400 4
1 0.00137543
2 0.00135596
3 0.00134437
4 0.00407575
150500 4
1 0.00134328
2 0.00135278
3 0.00132837
4 0.00402443
150600 4
1 0.00135763
2 0.0013657
3 0.001338
4 0.00406133
150700 4
1 0.00134355
2 0.00135686
3 0.0013618
4 0.00406221
150800 4
1 0.00135255
